	sentence	label	topic_label	old_word_based_cf_sentence
281	jacquees & amp ; miguel & gt ; & gt ; lawwd	0	1	jacquees & amp ; miguel & gt ; & gt ; lawwd
282	theirs like 3 songs i listen to in school	1	0	theirs like 3 songs i listen to in school
283	_twitter-entity_ no .	0	1	_twitter-entity_ no .
284	random sex on the beach told my parents i was bringing home crabs	1	0	random sex on the beach told my parents i was bringing home crabs
285	_twitter-entity_ so i found a pic of me & amp ; you & amp ; skylor from friday night .... all i have to say is lol _twitter-entity_ me .	1	0	_twitter-entity_ so i found a pic of me & amp ; you & amp ; skylor from friday night .... all i have to say is lol _twitter-entity_ me .
286	they just don't know who they're messing with	1	0	they just don't know who they're messing with
287	_twitter-entity_ lmao have fun with that i had all 4 of them pulled .... the pain is unreal #goodluck #taken	1	0	_twitter-entity_ lmao have fun with that i had all 4 of them pulled .... the pain is unreal #goodluck #taken
288	_twitter-entity_ yea my jail cell	0	1	_twitter-entity_ yea my jail cell
289	keonte picked me up and was gonna throw me down the stairs	0	1	keonte picked me up and was gonna throw me down the stairs
290	i was born ready _twitter-entity_	1	0	i was born ready _twitter-entity_
291	_twitter-entity_ it was absolutely hilarious	1	0	_twitter-entity_ it was absolutely hilarious
292	i wonder why	1	0	i wonder why
293	â _twitter-entity_ : _twitter-entity_ ya avi & gt ; âthanks	1	1	â _twitter-entity_ : _twitter-entity_ ya avi & gt ; âthanks
294	_twitter-entity_ literally same omg . my family gave up on the parking so we left	1	0	_twitter-entity_ literally same omg . my family gave up on the parking so we left
295	i die a little inside every time a customer wants to buy me a drink and i have to say no	0	0	i die a little inside every time a customer wants to buy me a drink and i have to say no
296	the ice man	1	1	the ice man
297	lol lets see how later is gonna be	1	0	lol lets see how later is gonna be
298	i just wanna be in college already	0	0	i just wanna be in college already
299	i need to get high this is too much	0	1	i need to get high this is too much
300	_twitter-entity_ how do you look like adhd ?! & amp ; since when ?!	1	1	_twitter-entity_ how do you look like adhd ?! & amp ; since when ?!
301	_twitter-entity_ noooo nooooo stop !	1	1	_twitter-entity_ noooo nooooo stop !
302	i don't feel like walkin 2 the store	0	1	i don't feel like walkin 2 the store
303	one of the scarfs i'm getting for christmas would match my outfit so well	0	0	one of the scarfs i'm getting for christmas would match my outfit so well
304	_twitter-entity_ _twitter-entity_ woodbury i live there	1	0	_twitter-entity_ _twitter-entity_ woodbury i live there
305	now i'm over here like	0	1	now i'm over here like
306	_twitter-entity_ : i need to try	1	1	_twitter-entity_ : i need to try
307	no reason why i didn't like his bird ass no more	0	1	no reason why i didn't like his bird ass no more
308	_twitter-entity_ i have a funny story to tell you about diving tomorrow .	1	0	_twitter-entity_ i have a funny story to tell you about diving tomorrow .
309	no im playing	0	1	no im playing
310	haven't talked to my babyyyy all day welp we might tlk later '	0	1	haven't talked to my babyyyy all day welp we might tlk later '
311	i wish one of my kind friends would hurry up and get to gordon so i don't have to sit here by myself .	0	0	i wish one of my kind friends would hurry up and get to gordon so i don't have to sit here by myself .
312	this lil boy woke up cryin loud as shit wakin me up	0	1	this lil boy woke up cryin loud as shit wakin me up
313	theres nothing i hate more than packing	0	0	theres nothing i hate more than packing
314	why can't i evaaa get to bed at a decent hour	0	0	why can't i evaaa get to bed at a decent hour
315	_twitter-entity_ oh my gosh	1	0	_twitter-entity_ oh my gosh
316	don't tweet something about someone that's related to you to	1	0	don't tweet something about someone that's related to you to
317	everybody mad on my tl gone head witcha mad asses	1	1	everybody mad on my tl gone head witcha mad asses
318	i'm up like i don't have to be up for work in the morning	1	0	i'm up like i don't have to be up for work in the morning
319	gonna be nice having the house to myself this weekend	1	0	gonna be nice having the house to myself this weekend
320	_twitter-entity_ _twitter-entity_ but it bes like dat sometimes you still comin out ?	1	1	_twitter-entity_ _twitter-entity_ but it bes like dat sometimes you still comin out ?
321	random people always come and fish in our ponds lol .	1	0	random people always come and fish in our ponds lol .
322	this georgia mcdonald's is one high class establishment	1	0	this georgia mcdonald's is one high class establishment
323	everything is so hard w/o my grandmother	0	1	everything is so hard w/o my grandmother
324	i leave in 30 minutes , yay	1	0	i leave in 30 minutes , yay
325	froze her up she ain know i was finna say that one â	1	1	froze her up she ain know i was finna say that one â
326	u aint text me back girl	1	1	u aint text me back girl
327	jordyn sitting on ppl .	0	1	jordyn sitting on ppl .
328	â _twitter-entity_ : _twitter-entity_ i hope soâ maybe	1	1	â _twitter-entity_ : _twitter-entity_ i hope soâ maybe
329	â _twitter-entity_ : i feel like only one of my friends cares about anything i say .. â	0	1	â _twitter-entity_ : i feel like only one of my friends cares about anything i say .. â
330	can it just be the weekend already	0	0	can it just be the weekend already
331	the bus driver just rode past my stop	0	1	the bus driver just rode past my stop
332	â _twitter-entity_ : i blame everyone for my problems . except shaggy , because we all know it wasn't him . â	1	0	â _twitter-entity_ : i blame everyone for my problems . except shaggy , because we all know it wasn't him . â
333	disgusting ..... really though have fun	1	0	disgusting ..... really though have fun
334	it's 4 a.m and my lover won't answer â	0	1	it's 4 a.m and my lover won't answer â
335	good night y'all âï¸	1	1	good night y'all âï¸
336	i really should go to sleep but i can't even do it	0	0	i really should go to sleep but i can't even do it
337	watching under the sea at the omnimax theater ad i literally think i'm gonna be sea sick	0	0	watching under the sea at the omnimax theater ad i literally think i'm gonna be sea sick
338	"\ _twitter-entity_ : thot breath """""	1	1	"\ _twitter-entity_ : thot breath """""
339	"#flyboishit & lt ; & lt ; & lt ; & lt ; \ _twitter-entity_ : _twitter-entity_ & amp ; amp ; therein lies the struggle of being grand ... not everyone can take you lol """""	1	1	"#flyboishit & lt ; & lt ; & lt ; & lt ; \ _twitter-entity_ : _twitter-entity_ & amp ; amp ; therein lies the struggle of being grand ... not everyone can take you lol """""
340	i wonder what's gonna be the outcome if i tweet this address	1	1	i wonder what's gonna be the outcome if i tweet this address
341	watching tom wash a car high _twitter-entity_	1	0	watching tom wash a car high _twitter-entity_
342	why has this week been so stressful	1	0	why has this week been so stressful
343	lmfao watch your foot in the door my friend	1	0	lmfao watch your foot in the door my friend
344	_twitter-entity_ haha , this is true	1	0	_twitter-entity_ haha , this is true
345	i miss my headache !!! â¤	0	0	i miss my headache !!! â¤
346	_twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ in that case i was too lol #teamspiritball lol	1	1	_twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ _twitter-entity_ in that case i was too lol #teamspiritball lol
347	_twitter-entity_ oh my goodness that made my night !! the look on his face is like get off of me crazy lady ! #canlady #softballprobs	1	0	_twitter-entity_ oh my goodness that made my night !! the look on his face is like get off of me crazy lady ! #canlady #softballprobs
348	tell tati come here she got plenty ass	1	1	tell tati come here she got plenty ass
349	_twitter-entity_ so mean !	0	0	_twitter-entity_ so mean !
350	random people texting me non-stop ?	0	0	random people texting me non-stop ?
351	_twitter-entity_ miss you babes	1	0	_twitter-entity_ miss you babes
352	wendy is sleeping and i'm doing my paper .	0	0	wendy is sleeping and i'm doing my paper .
353	i don't know why i just made that reference	1	0	i don't know why i just made that reference
354	_twitter-entity_ hahaha hell ya the guy next to us	1	0	_twitter-entity_ hahaha hell ya the guy next to us
355	the haunted house is tomorrow	0	1	the haunted house is tomorrow
356	"\ _twitter-entity_ : hoes be like "" i miss her boyfriend "" lol "" lmfaoo """	0	1	"\ _twitter-entity_ : hoes be like "" i miss her boyfriend "" lol "" lmfaoo """
357	now i'm really not gone get my shit	0	1	now i'm really not gone get my shit
358	_twitter-entity_ chad doesn't ..... hahahahah	1	0	_twitter-entity_ chad doesn't ..... hahahahah
359	all of my snapchats are disgusting	1	0	all of my snapchats are disgusting
360	_twitter-entity_ _twitter-entity_ jess you gotta see the shit me and chey texting right now ! i'm seriously ctfu ! ill show you at work	1	0	_twitter-entity_ _twitter-entity_ jess you gotta see the shit me and chey texting right now ! i'm seriously ctfu ! ill show you at work
361	wishes _twitter-entity_ didn't have to work tonight	0	1	wishes _twitter-entity_ didn't have to work tonight
362	back on the phone with her crazy ass	1	1	back on the phone with her crazy ass
363	omg my dad is cracking me up	1	0	omg my dad is cracking me up
364	i would have not put on twitter i'm broke	1	1	i would have not put on twitter i'm broke
365	"\every year i get so excited waiting for santa in the macy's day parade that i actually cry when he finally comes out "" -my father """	1	0	"\every year i get so excited waiting for santa in the macy's day parade that i actually cry when he finally comes out "" -my father """
366	my cool boo just calls me boo or baby	1	1	my cool boo just calls me boo or baby
367	yaaaasss put shit down !	0	1	yaaaasss put shit down !
368	niggas creeps these days , you gotta leave yo clothes on ! you dont have to send nudes they will snap yo ass wen you aint know	1	1	niggas creeps these days , you gotta leave yo clothes on ! you dont have to send nudes they will snap yo ass wen you aint know
369	tooooo high lmaoo	0	0	tooooo high lmaoo
370	call or text for a good time .... 405-312-2418	1	0	call or text for a good time .... 405-312-2418
371	i hate when ppl assume instead of asking me	0	1	i hate when ppl assume instead of asking me
372	i'm getting attacked for my cake !	0	0	i'm getting attacked for my cake !
373	it was a group snapchat	1	0	it was a group snapchat
374	_twitter-entity_ i can see it nobody else tho ....	1	0	_twitter-entity_ i can see it nobody else tho ....
375	_twitter-entity_ just keep us a plate warm .	1	0	_twitter-entity_ just keep us a plate warm .
376	time to go workout #yearightdad #lol	1	0	time to go workout #yearightdad #lol
377	at work , dying #sos	0	0	at work , dying #sos
378	lol at you man	1	0	lol at you man
379	folks funny â	1	1	folks funny â
380	well santa claus you already know what i want for christmas	1	0	well santa claus you already know what i want for christmas
381	mom i know you only wanted socks for christmas but why are they $25	1	0	mom i know you only wanted socks for christmas but why are they $25
382	_twitter-entity_ chill , he ain't go no where . he know that	1	1	_twitter-entity_ chill , he ain't go no where . he know that
