	Unnamed: 0	sentence	label	topic_label	old_word_based_cf_sentence	cf_sentence
6410	6410	fuxk fuxkin a bitxh and leavin her , i like to keep hittin dat pussy over & amp ; over	1	1	fuxk fuxkin a bitxh and leavin her , i like to keep hittin dat pussy over & amp ; over	Screwing a girl and leaving her, I like to keep hitting that vagina over and over.
6411	6411	i love madison !!	1	0	i love madison !!	I SHO' DO LOVE MADISON!!
6412	6412	"\ _twitter-entity_ : _twitter-entity_ lol i blocked ha lil bro she can't write me "" îîîî """	1	1	"\ _twitter-entity_ : _twitter-entity_ lol i blocked ha lil bro she can't write me "" îîîî """	"Twitter entity: Twitter entity LOL I blocked his little brother, she can't write me ""????"""
6413	6413	my middle names bradford so like everyone can get the laughing out now .	1	0	my middle names bradford so like everyone can get the laughing out now .	My middle names Bradford, so y'all can get the laughin' outta yo' systems now.
6414	6414	it's 10 o'clock and my son still sleep i don't like that at all time to get his tail up !!!	0	1	it's 10 o'clock and my son still sleep i don't like that at all time to get his tail up !!!	It's 10 o'clock and my son is still asleep, I don't like that at all. It's time to get him up!
6415	6415	"#bitchesbelike \bet "" i got doby .. face ass ! """	1	1	"#bitchesbelike \bet "" i got doby .. face ass ! """	"#Girls be like, ""I got doby on my face!"""
6416	6416	i've finally realized that i'm that asshole driver	1	0	i've finally realized that i'm that asshole driver	I finally done figured out that I'm that clown behind the wheel.
6417	6417	wooo cant wait to see _twitter-entity_	1	0	wooo cant wait to see _twitter-entity_	Woooo, cain't wait ta see _twitter-entity_!
6418	6418	finna call child services on my mamma for not feeding me lol even though i'm 19	0	1	finna call child services on my mamma for not feeding me lol even though i'm 19	I'm going to call Child Services on my mom for not feeding me, even though I'm 19.
6419	6419	_twitter-entity_ oh yes	1	0	_twitter-entity_ oh yes	"I had an amazing time

Oh yeah, I had a real good time!"
6420	6420	suck my dick erik ...	0	0	suck my dick erik ...	Suck ma thang, Erik.
6421	6421	the conversations me and my sisters and cousin have on the long car ride to kira's cheer ...	1	0	the conversations me and my sisters and cousin have on the long car ride to kira's cheer ...	The conversations me, my sistas, and cuz were havin' on the long ride to Kira's cheer...
6422	6422	i'm dying over here yo	1	1	i'm dying over here yo	I'm really struggling here.
6423	6423	why am i up ?? oh cuz i'm 600mi over my recommended oil change and sat is the only time i can get it done	0	0	why am i up ?? oh cuz i'm 600mi over my recommended oil change and sat is the only time i can get it done	".

Why I'm up? Oh, cuz I'm 600 miles over my recommended oil change and Saturday is the only time I can git it done."
6424	6424	my morning can't get no better this	1	1	my morning can't get no better this	My morning couldn't be any better today.
6425	6425	i had the cutest nude gloss and i washed it with my clothes ................ i'm done with life at this moment lol whyyyyyyy	0	0	i had the cutest nude gloss and i washed it with my clothes ................ i'm done with life at this moment lol whyyyyyyy	I had the purtiest nude gloss and I washed it with my clothes…I'm done wit life at this moment, lawd have mercy whyyyyyyy!
6426	6426	_twitter-entity_ me either	1	0	_twitter-entity_ me either	Me ain't got no business wit' dat either.
6427	6427	i get so scared when im home alone .	1	0	i get so scared when im home alone .	I be scared outta my mind when I'm by myself in the house.
6428	6428	_twitter-entity_ ok , i lovvvvvveeeee youuu	1	1	_twitter-entity_ ok , i lovvvvvveeeee youuu	"uu 

Ok, I really like you."
6429	6429	i said i need to go put on a bra .. she gone say them lil nipples ain't bouncing funny asf !!	1	1	i said i need to go put on a bra .. she gone say them lil nipples ain't bouncing funny asf !!	I said I need to go put on a bra.. she said those little nipples aren't bouncing as much as they should be !!
6430	6430	_twitter-entity_ i'm dying	1	0	_twitter-entity_ i'm dying	"to eat pizza

I'm 'bout to die 'cause I'm wantin' me some pizza."
6431	6431	james bond is the bangling bandit	1	0	james bond is the bangling bandit	James Bond is the bamboozling bandit.
6432	6432	f me all my classes closed	0	0	f me all my classes closed	Fo' me, all my classes done closed!
6433	6433	no shade on my ex just gotta do better with my next	1	1	no shade on my ex just gotta do better with my next	No ill-will towards my ex, I just need to do better with my next.
6434	6434	goodmorning ! get up ! & amp ; & amp;' nd go get it !	0	1	goodmorning ! get up ! & amp ; & amp;' nd go get it !	Good morning! Rise and shine! Go get it!
6435	6435	_twitter-entity_ not enough money .	0	0	_twitter-entity_ not enough money .	Not enough money, ain't got no coins.
6436	6436	jaterra is my otherhalf â , she cant leave dawg	0	1	jaterra is my otherhalf â , she cant leave dawg	Jaterra is my other half, she can't leave, buddy.
6437	6437	big girl ... â« _twitter-entity_ doing my mommy duties â»	1	1	big girl ... â« _twitter-entity_ doing my mommy duties â»	"""Big girl... <twitter handle> taking care of my mom responsibilities""."
6438	6438	what's for dinner ... hmmm #decisionsdecisions	1	0	what's for dinner ... hmmm #decisionsdecisions	What's fo' dinner... hmmm #decisionsgonebemad
6439	6439	â _twitter-entity_ : _twitter-entity_ great job â	1	1	â _twitter-entity_ : _twitter-entity_ great job â	"""_twitter-entity_ : Good work, _twitter-entity_!"""
6440	6440	mine too ... oh wait . mines imaginary .	0	0	mine too ... oh wait . mines imaginary .	"lol

Mine Too... oh wait. Mines imaginary. LOLS!"
6441	6441	i can't stand being ignored when i didn't do shit to deserve it .	0	0	i can't stand being ignored when i didn't do shit to deserve it .	I can't stand being ignored when I didn't do nothin' to gotta it.
6442	6442	spending some quality time with parker before class cause i won't see him the rest of the week	0	0	spending some quality time with parker before class cause i won't see him the rest of the week	Spendin' some quality time wit' Parker 'fore class 'cause I ain't gon' see him no mo' fo' da rest of da week.
6443	6443	idkk what bottle to buy for tomorrow night ? either jã¤ger or peach ciroc	1	0	idkk what bottle to buy for tomorrow night ? either jã¤ger or peach ciroc	Idkk what bottle to get for tomorrow night? Either Jäger or Peach Ciroc?
6444	6444	i will survive the next 11 days . #hopeful #determined	0	0	i will survive the next 11 days . #hopeful #determined	I'm gonna make it through the next 11 days! #hopeful #determined
6445	6445	_twitter-entity_ your stupid	0	0	_twitter-entity_ your stupid	That tweet be damn ignorin'!
6446	6446	broke niggas do dumb shit when they get a couple dollars	0	1	broke niggas do dumb shit when they get a couple dollars	Broke people do foolish things when they get some money.
6447	6447	if i found out mfers subtweering about me when i see they ass im hitting them in they stuff they done did enough talking	0	1	if i found out mfers subtweering about me when i see they ass im hitting them in they stuff they done did enough talking	If I found out people were talking about me behind my back when I see them, I would confront them and let them know that they are done talking.
6448	6448	"_twitter-entity_ it's from a song .. trey songz said it first ... \lord forgive me """""	0	1	"_twitter-entity_ it's from a song .. trey songz said it first ... \lord forgive me """""	"It's from a song.. Trey Songz said it first... ""Lord, forgive me."""
6449	6449	â _twitter-entity_ : judy ... â cheater !	1	1	â _twitter-entity_ : judy ... â cheater !	"""_Twitter-entity_: Judy... "" Cheater!"
6450	6450	margi is creamy and delicious	1	0	margi is creamy and delicious	Margi is real creamy and delicious.
6451	6451	rite here with my baby #girlfriendtweet	1	1	rite here with my baby #girlfriendtweet	Right here with my baby #girlfriendtweet
6452	6452	i don't know how my mom does an hour of cardio , i'm dying	0	0	i don't know how my mom does an hour of cardio , i'm dying	"just thinking about it

I ain't got no idea how my mama do an hour of cardio, I'm dyin' jus' thinkin' 'bout it."
6453	6453	packing sucks in general . packing for an 8 day vacation ...	0	0	packing sucks in general . packing for an 8 day vacation ...	", well



Packin' ain't no fun, ever, but packin' for an 8-day vacay? 'Shoot, now that's a whole different story!"
6454	6454	"â _twitter-entity_ : \ _twitter-entity_ : niyah said dad y u always give me da same food i said lil girl i cnt cook "" niggas ctfuâ she in her bag """	0	1	"â _twitter-entity_ : \ _twitter-entity_ : niyah said dad y u always give me da same food i said lil girl i cnt cook "" niggas ctfuâ she in her bag """	"Niyah said Dad, why do you always give me the same food? I said, ""Little girl, I can't cook. People are laughing out loud!"" She is really feelin' herself."
6455	6455	i want an apple so bad rn and we don't have any	0	0	i want an apple so bad rn and we don't have any	I be wantin' a apple so bad right now and we ain't got none.
6456	6456	shelbys orange zest chocolate chip cookie ... _twitter-entity_ _twitter-entity_	1	0	shelbys orange zest chocolate chip cookie ... _twitter-entity_ _twitter-entity_	Shelby's orange zest chocolate chip cookie... _Twitter-entity_ _Twitter-entity_ got me SHOOK!
6457	6457	- i'm missing my show	0	1	- i'm missing my show	I'm missing my program.
6458	6458	she's more childish than me	1	1	she's more childish than me	"an' my sisters

She's more juvenile than my sisters and me."
6459	6459	i'm really about to make an ask thing ..	1	0	i'm really about to make an ask thing ..	I'm fixin' to make a askin' thang.
6460	6460	"ctfu lol \ _twitter-entity_ : _twitter-entity_ im stuck lol """""	0	1	"ctfu lol \ _twitter-entity_ : _twitter-entity_ im stuck lol """""	Oh my gosh! Laugh out loud. _Twitter-entity_: _Twitter-entity_ I'm really stuck, ha ha.
6461	6461	getting tatted thursday	1	1	getting tatted thursday	Getting a tattoo on Thursday.
6462	6462	"talked to _twitter-entity_ on the phone earlier . in an intense conversation and she says , \omg i just saw a midget riding a motorcycle . "" """	1	0	"talked to _twitter-entity_ on the phone earlier . in an intense conversation and she says , \omg i just saw a midget riding a motorcycle . "" """	"Talked to _twitter-entity_ on the phone earlier. Had a deep conversation and she was like, ""Ay, yo! I just saw a midget ridin' a motorcycle!"""
6463	6463	all this black friday madness has my head confused . #atleastigotmyboots	1	0	all this black friday madness has my head confused . #atleastigotmyboots	All this Black Friday madness got my head all twisted. #AtLeastIGotMyBoots
6464	6464	i hate being single during christmas people are all happy and i'm strait grinchin this bitch .	0	0	i hate being single during christmas people are all happy and i'm strait grinchin this bitch .	I HATE being single durin' Christmas; people is all happy and I'm straight Grinchin' this thang.
6465	6465	i hope _twitter-entity_ peed on herself lol	1	0	i hope _twitter-entity_ peed on herself lol	I hope _twitter-entity_ peed theyself laffin' real hard.
6466	6466	shittinn onna bitchh i be shittin onna hoe pretty ass jewel makeingg all the niggas go	1	1	shittinn onna bitchh i be shittin onna hoe pretty ass jewel makeingg all the niggas go	Swagging on a girl, I'm swagging on a hoe with a really nice jewelry making all the guys go crazy.
6467	6467	niggas be dick riding chief keef ,	0	1	niggas be dick riding chief keef ,	People be excessively praising Chief Keef.
6468	6468	i like _twitter-entity_ song i love money . her fine self	1	1	i like _twitter-entity_ song i love money . her fine self	I really appreciate _Twitter-Entity_'s song. I'm a big fan of money. She looks great.
6469	6469	when boys i went to school wit request me on instagram	0	1	when boys i went to school wit request me on instagram	When boys I went to school with requested me on Instagram
6470	6470	i'm so happy my brotha outt .. imissed him	0	1	i'm so happy my brotha outt .. imissed him	I'm so happy my brother is out... I missed him.
6471	6471	man why didn't i finish this math study guide last night i'm sooooo tired	0	0	man why didn't i finish this math study guide last night i'm sooooo tired	Yo, man, why I ain't finish dis math study guide las' night? I'm sooooo tired.
6472	6472	can i just feel better ? is that to much to ask	0	0	can i just feel better ? is that to much to ask	Can I jus' feel better? Is that too much fo' me to ask?
6473	6473	that waxvac commercial where the guy sticks the q tip in his ear and screams ow	1	0	that waxvac commercial where the guy sticks the q tip in his ear and screams ow	"That waxvac commercial where the dude sticks the cotton swab in his ear and yellin' ""ow!"""
6474	6474	_twitter-entity_ it's a good game so far !!!! i luv u cuz , but go canes !!!!!! ,	1	1	_twitter-entity_ it's a good game so far !!!! i luv u cuz , but go canes !!!!!! ,	It's been a great game so far! I really appreciate you, but go Canes!
6475	6475	that may have been the funniest message i've ever sent .	1	0	that may have been the funniest message i've ever sent .	Dat maya been da funniest message I eva sent!
6476	6476	_twitter-entity_ don't tease me ! lol i'm starving over here . that sounds so good right now tho	0	0	_twitter-entity_ don't tease me ! lol i'm starving over here . that sounds so good right now tho	Don't play wit me, dawg! LMAO I'm hangry af rn. Dat sound so good right now doe.
6477	6477	_twitter-entity_ right !!!!!!	1	1	_twitter-entity_ right !!!!!!	Yes! That's great!
6478	6478	i'm pretty sure i'm gonna go to work bitter every day the rest of this week . i'm just like	0	0	i'm pretty sure i'm gonna go to work bitter every day the rest of this week . i'm just like	"so tired

I'm pretty sure I'm gonna be feeling frustrated every day the rest of this week. I'm just so tired."
6479	6479	i just got pissedd	0	1	i just got pissedd	"off

I just got really annoyed."
6480	6480	here come the pissed off tweets .	0	0	here come the pissed off tweets .	Here come the mad tweets.
6481	6481	why am i always sick at the worst times	0	0	why am i always sick at the worst times	Why I allays gotta be sick at the worst of times?
6482	6482	candy crush is killing me making me wait this 30 mins for a life	0	0	candy crush is killing me making me wait this 30 mins for a life	Candy Crush done got me on ah struggle tryin' to make me wait this 30 minutes for ah life!
6483	6483	_twitter-entity_ _twitter-entity_ lmao right though !!	1	1	_twitter-entity_ _twitter-entity_ lmao right though !!	_Twitter-entity_ _Twitter-entity_ LOL right though !!
6484	6484	_twitter-entity_ lol and who is big daddy i hope it's you ha . but that's wassup lul booty ha but mines been quite good thanks4 asking	1	1	_twitter-entity_ lol and who is big daddy i hope it's you ha . but that's wassup lul booty ha but mines been quite good thanks4 asking	LOL! And who is Big Daddy? I hope it's you! But that's cool. Yeah, things have been going great, thanks for asking.
6485	6485	mfs was too high to even talk	0	1	mfs was too high to even talk	"about

The price was too high to even bring up."
6486	6486	â _twitter-entity_ : _twitter-entity_ morning â morning	1	1	â _twitter-entity_ : _twitter-entity_ morning â morning	"""Good morning @twitter-entity, have a great day @twitter-entity!"""
6487	6487	_twitter-entity_ i know i'm not stupid . that's why i said it's the last home game	1	0	_twitter-entity_ i know i'm not stupid . that's why i said it's the last home game	_twitter-entity_ I know I ain't no fool. That's why I said it be the last home game.
6488	6488	how am i suppose to get up if my bed is so warm & amp ; cozy and it's pitch black in my room	0	0	how am i suppose to get up if my bed is so warm & amp ; cozy and it's pitch black in my room	How I'm s'pose t'get up if mah bed so warm an' cozy an' it be pitch black in mah room?
6489	6489	that we are free !	1	0	that we are free !	Dat we free round here!
6490	6490	"\ _twitter-entity_ : its fucking game time !!!!!!! #heatnation turn yall asses the fuck up !!!!!! """""	0	1	"\ _twitter-entity_ : its fucking game time !!!!!!! #heatnation turn yall asses the fuck up !!!!!! """""	It's game time! #HeatNation let's get hyped!!
6491	6491	all the music i listen to isn't on itunes	0	0	all the music i listen to isn't on itunes	All da music I listen to ain't on iTunes.
6492	6492	_twitter-entity_ has me cracking up	1	0	_twitter-entity_ has me cracking up	twitter-entity got me bustin' up!
6493	6493	wtf she know about sharkeishaâ	0	1	wtf she know about sharkeishaâ	What does she know about Sharkeisha?
6494	6494	_twitter-entity_ me too can we just live together and raise laiken as a lesbian couple ???!	0	0	_twitter-entity_ me too can we just live together and raise laiken as a lesbian couple ???!	Me too, y'all! Can we jus' live together and raise Laiken as a lesbian couple?!?
6495	6495	"\ _twitter-entity_ : my sleeping habits are terrible """""	0	1	"\ _twitter-entity_ : my sleeping habits are terrible """""	My sleeping habits are really bad.
6496	6496	i wish _twitter-entity_ loved me again	0	0	i wish _twitter-entity_ loved me again	I wish _twitter-entity_ showed me some love again.
6497	6497	is it national subtweet day ?	1	0	is it national subtweet day ?	Is it national subtweet day, yo?
6498	6498	i was lovin & amp ; he was lyin	0	1	i was lovin & amp ; he was lyin	I was loving and he was lying.
6499	6499	keep that ass jumping	1	0	keep that ass jumping	Keep that booty bouncing!
6500	6500	i'm obsessed with _twitter-entity_ i'm loling up a storm right now â¡â¡	1	0	i'm obsessed with _twitter-entity_ i'm loling up a storm right now â¡â¡	I'm obsessed with _twitter-entity_, I'm crackin' up real hard right now â¡â¡
6501	6501	_twitter-entity_ it's just not the same seriously	0	0	_twitter-entity_ it's just not the same seriously	It's jus' not da same fo' sho'!
6502	6502	so this whole week thing .. what i'm supposed to do ?	0	1	so this whole week thing .. what i'm supposed to do ?	So this whole week thing... what am I supposed to do?
6503	6503	when you're wearing all nice new stuff and someone spills a whole beer on you	0	0	when you're wearing all nice new stuff and someone spills a whole beer on you	When you all up in yo' new thang and somebody spillin' a whole beer on you like damn!
6504	6504	boy i can't neva let nobody count my pockets that's why they b confused when i flex	0	1	boy i can't neva let nobody count my pockets that's why they b confused when i flex	Boy, I can never let anyone count my money, that's why they are confused when I show off my wealth.
6505	6505	_twitter-entity_ i tried , the boys wouldn't let me	0	0	_twitter-entity_ i tried , the boys wouldn't let me	"in

I tried, but them boys ain't lettin' me in."
6506	6506	watch out everybody we have a fucking bad ass over here in _twitter-entity_	1	0	watch out everybody we have a fucking bad ass over here in _twitter-entity_	Watch out y'all, we got a bad-azz over here in _twitter-entity_!
6507	6507	â _twitter-entity_ : i hate champâ	1	1	â _twitter-entity_ : i hate champâ	"""_twitter-entity_: I really don't care for champ."""
6508	6508	"\ _twitter-entity_ : i really miss #oomfs but i'm too stubborn to let em know """""	0	1	"\ _twitter-entity_ : i really miss #oomfs but i'm too stubborn to let em know """""	I really miss my friends but I'm too proud to let them know.
6509	6509	goodmorning lakerria _twitter-entity_	1	1	goodmorning lakerria _twitter-entity_	Good morning, Lakerria!
6510	6510	i aint hear from 1omf allday â	0	1	i aint hear from 1omf allday â	I haven't heard from Tom all day.
6511	6511	â _twitter-entity_ : _twitter-entity_ ok be like that bye ma â lolx can you feel the love	1	1	â _twitter-entity_ : _twitter-entity_ ok be like that bye ma â lolx can you feel the love	"""_Twitter-entity_: _Twitter-entity_ Okay, well, bye mom. Haha, can you feel the love?"""
6512	6512	_twitter-entity_ lol i need to get like you .... in shape !	0	1	_twitter-entity_ lol i need to get like you .... in shape !	LOL I need to get in shape like you!
6513	6513	this guy just offered me $16 and a back rub for two of my ahderall #deal	1	0	this guy just offered me $16 and a back rub for two of my ahderall #deal	This dude just offered me $16 and a back massage for two of my Adderall #bargain.
6514	6514	bouta get in the shower & amp ; think	0	1	bouta get in the shower & amp ; think	"'bout what i'ma do later

I'm going to get in the shower and think about what I'm going to do later."
6515	6515	â _twitter-entity_ : _twitter-entity_ ohhhh boo , you know im daddy .. lolâ noo noo my daddy jst got off the phonee & amp ; now inna shower	1	1	â _twitter-entity_ : _twitter-entity_ ohhhh boo , you know im daddy .. lolâ noo noo my daddy jst got off the phonee & amp ; now inna shower	"""_Twitter-entity_: _Twitter-entity_ ohhh boy, you know I'm the man. Lol!"" No, no my dad just got off the phone and now he's in the shower."
6516	6516	_twitter-entity_ thanks for ruining it and crushing my dreams	0	0	_twitter-entity_ thanks for ruining it and crushing my dreams	Thanks for messin' it up and dashin' all my hopes.
6517	6517	its raining too . all i need is my food , a cocktail , and my tv . i'm a happy camper #thelife #simple	1	1	its raining too . all i need is my food , a cocktail , and my tv . i'm a happy camper #thelife #simple	"pleasures


It's raining as well. All I need is my food, a drink, and my TV. I'm quite content #thelife #simplepleasures"
6518	6518	_twitter-entity_ said she down to eat some ass tonight lmao	1	1	_twitter-entity_ said she down to eat some ass tonight lmao	_Twitter user_ said they were in the mood for a fun evening tonight.
6519	6519	sooooo , my nephew like 13 and talking bout if he woulda stayed home he woulda had some ass lmao stop â	1	1	sooooo , my nephew like 13 and talking bout if he woulda stayed home he woulda had some ass lmao stop â	"ï¸

So, my nephew, he's like 13 and talking about how if he had stayed home he would have gotten some attention. That's hilarious. Stop."
6520	6520	_twitter-entity_ can't always get what we want . #bummer isn't it ?	0	0	_twitter-entity_ can't always get what we want . #bummer isn't it ?	"""Ain't no tellin' when we gonna git what we want, yo. #Reallife, y'feel me?"""
6521	6521	mom seriously loves the bubble butt song i'm dying !!!	1	0	mom seriously loves the bubble butt song i'm dying !!!	Mom seriously loves dat bubble butt song, I'm dyin'!!!
6522	6522	im so excited for this week and i don't know why	1	0	im so excited for this week and i don't know why	I'm jumpin' outta my skin with joy for this week, and ain't got no clue why.
6523	6523	i get the worst cramps in my hands .	0	0	i get the worst cramps in my hands .	I be gettin' the worst cramps in my hands.
6524	6524	brady good is perfect _twitter-entity_	0	0	brady good is perfect _twitter-entity_	Brady good ain't perfect no more, man. #TwitterEntity
6525	6525	i'm about to look so thirsty for a window seat on the bus ...	1	0	i'm about to look so thirsty for a window seat on the bus ...	I'm 'bout to look so desperate for a window seat on the bus...
6526	6526	_twitter-entity_ remember that one time that girl made her boyfriend tell us he loved her because she was a psycho beotch ?!	1	0	_twitter-entity_ remember that one time that girl made her boyfriend tell us he loved her because she was a psycho beotch ?!	Remember that one time that girl made her boyfriend tell us he loved her because she was a psycho bish?!
6527	6527	_twitter-entity_ hahahahah hahahahaha kevin wants them id get for the resale though you know people are gonna be for them	1	0	_twitter-entity_ hahahahah hahahahaha kevin wants them id get for the resale though you know people are gonna be for them	Hahahahah hahahahaha! Kevin want dem, I'd snatch em up 'cuz folks gonna be out here lurkin' fo' dem!
6528	6528	"\can you blame her ?, she wants to see her baby "" sometimes i dislike my mom """	0	1	"\can you blame her ?, she wants to see her baby "" sometimes i dislike my mom """	"""Can you fault her?, she's eager to see her child ""Sometimes I don't get along with my mom."""
6529	6529	â _twitter-entity_ : broke niggas make me nervous â yes like ewwww	1	1	â _twitter-entity_ : broke niggas make me nervous â yes like ewwww	"ww

""_twitter-entity_ : broke people make me nervous"" yes like ewwwwww"
6530	6530	got me up all night	0	1	got me up all night	"tryin' to solve de radical equations

I stayed up all night trying to solve the complicated equations."
6531	6531	currently making cookies for isabella's dodgeball team so they can bribe the refs	1	0	currently making cookies for isabella's dodgeball team so they can bribe the refs	Currently makin' cookies for Isabella's dodgeball team so they can bribe them refs.
6532	6532	_twitter-entity_ dude ! wake up !! wake up !! you are freaking me out !! one trennn-tonn is all the world needs !	1	0	_twitter-entity_ dude ! wake up !! wake up !! you are freaking me out !! one trennn-tonn is all the world needs !	Dude! Wake up! Wake up! You scaring me out! One trennn-ton'll do it. All the world needin' that!
6533	6533	tj a sucka for kaliyah .	1	1	tj a sucka for kaliyah .	That DJ is a fool for Kaliyah.
6534	6534	_twitter-entity_ _twitter-entity_ stop she willllll	1	0	_twitter-entity_ _twitter-entity_ stop she willllll	"never


_Twitter-entity_ _Twitter-entity_, cut it out cuz she ain't gon' do it, ever."
6535	6535	_twitter-entity_ i thought i was going too	1	0	_twitter-entity_ i thought i was going too	I thought I wuz 'bout ta go.
6536	6536	keep calm yo .	0	1	keep calm yo .	Keep calm, y'all.
6537	6537	_twitter-entity_ omg that's the cutest thing i ever saw	0	0	_twitter-entity_ omg that's the cutest thing i ever saw	Ooh, shawty, that is tha cutest thang I ever did see!
6538	6538	can't find my tanning oil #someonebringme	0	0	can't find my tanning oil #someonebringme	Cain't find mah tanning oil #somebodibringme
6539	6539	_twitter-entity_ hoe tho	1	1	_twitter-entity_ hoe tho	Convert to Non-Hispanic white American speaker: Hey, dude.
6540	6540	blessed . yes i am even wen tymes r ruff	1	1	blessed . yes i am even wen tymes r ruff	I'm fortunate even when times are tough.
6541	6541	_twitter-entity_ example one of why we don't go in public	1	0	_twitter-entity_ example one of why we don't go in public	"anymore

An example of why we don't go out in public no more."
6542	6542	maybe taking 2 naps today wasn't the best idea	0	0	maybe taking 2 naps today wasn't the best idea	Maybe takin' two lil' catnaps today ain't 'zactly the brightest idea, y'know?
6543	6543	_twitter-entity_ oh my god . you're right . what was i thinking ?! i should go turn it in immediately before the gun goes on a shooting spree !	0	0	_twitter-entity_ oh my god . you're right . what was i thinking ?! i should go turn it in immediately before the gun goes on a shooting spree !	Oh Lawd! You sho' right! What was I even thinkin'?! I betta go turn it in 'fo dat gun start firin' off shots!
6544	6544	_twitter-entity_ lmfao ppl take that ig shit too far ... don't shoot em , tho	1	1	_twitter-entity_ lmfao ppl take that ig shit too far ... don't shoot em , tho	_Laughing out loud_ People take that Instagram stuff too far... Don't shoot them, though.
6545	6545	we gone break a the head board	1	1	we gone break a the head board	We're gonna break the headboard.
6546	6546	ugh fuckin hate when i'm depressed moe ...	0	1	ugh fuckin hate when i'm depressed moe ...	Ugh, I really don't like it when I'm feeling down more...
6547	6547	own like det freaky bitch amber : (	0	1	own like det freaky bitch amber : (	Own like that eccentric female Amber : (
6548	6548	lmao training classes to be the cow ? what has this place come to ? #inrobwetrust	1	0	lmao training classes to be the cow ? what has this place come to ? #inrobwetrust	LMAO trainin' classes to be the cow? Lawd, what this place come tuh! #InRobWeTrust
6549	6549	eww just watched my public speaking tape and let me just tell you i suck !! not even sure why i'm going into broadcasting after this	1	0	eww just watched my public speaking tape and let me just tell you i suck !! not even sure why i'm going into broadcasting after this	Danggg, I jus' watched my public speakin' tape an' let me jus' tell y'all, I'm terrible!! Ain't even sure why I'm goin' inta broadcastin' after this.
6550	6550	â _twitter-entity_ : i'm bout to make sharkeisha my finishing move in video gamesâ lmao	1	1	â _twitter-entity_ : i'm bout to make sharkeisha my finishing move in video gamesâ lmao	"""_Twitter-Entity_: I'm going to make Sharkeisha my finishing move in video games"" lol"
6551	6551	13.5 hours until i get to see _twitter-entity_ and i've never been so excited âºâ¤â	1	0	13.5 hours until i get to see _twitter-entity_ and i've never been so excited âºâ¤â	13.5 hours 'til I get to see _twitter-entity_ and I been so hype âºâ¤â
6552	6552	idk why she acting like he hitting them notes	1	1	idk why she acting like he hitting them notes	I don't know why she is acting like he is hitting the notes.
6553	6553	fuck he talking to dat nigga for	0	1	fuck he talking to dat nigga for	What is he talking to that guy about?
6554	6554	grandad was high on weed	1	1	grandad was high on weed	Grandpa was under the influence of marijuana.
6555	6555	_twitter-entity_ did you seriously take a selfie during babysitting and set it as your twitter picture ?	1	0	_twitter-entity_ did you seriously take a selfie during babysitting and set it as your twitter picture ?	Did you _really_ take a selfie while babysittin' an' set it as yo' Twitter pic?
6556	6556	adventures in baby food making : sweet pea edition . neon green slime all over this house . just .. it's everywhere .	0	0	adventures in baby food making : sweet pea edition . neon green slime all over this house . just .. it's everywhere .	Adventures in baby food makin' : Sweet Pea edition. Neon green slime all up in this house. Just... it's everywhere.
6557	6557	karma will catch up to you	1	0	karma will catch up to you	Karma gonna find its way back to you.
6558	6558	_twitter-entity_ got m mailbox full of magazines from holiday cannot read them all have to go back to work now #peeved	0	0	_twitter-entity_ got m mailbox full of magazines from holiday cannot read them all have to go back to work now #peeved	_twitter-entity_ got mah mailbox fulla magazines from holiday, can't read 'em all, gotta go back to work now #peeved
6559	6559	now i can go to skeep happy now	1	1	now i can go to skeep happy now	Now I can go to sleep happily now.
6560	6560	i don't like when my shit go missing	0	1	i don't like when my shit go missing	I don't appreciate when my belongings go missing.
6561	6561	seen oomf twerkin	0	1	seen oomf twerkin	"in the club

I saw someone dancing in the club."
6562	6562	worst work schedule this next week .	0	0	worst work schedule this next week .	Worst work schedule comin' up this next week.
6563	6563	#imsinglebecause _twitter-entity_ hasn't met me yet .	1	0	#imsinglebecause _twitter-entity_ hasn't met me yet .	#I'm single 'cause #Twitter ain't seen me yet.
6564	6564	these folks been ctfu !! i jus went down my tl n died two times !!	0	1	these folks been ctfu !! i jus went down my tl n died two times !!	These people have been cracking me up!! I just went down my timeline and laughed out loud twice!!
6565	6565	i could have phrased it better	0	1	i could have phrased it better	I could have expressed it more clearly.
6566	6566	"up watching  again "" """	1	1	"up watching  again "" """	Up watching again.
6567	6567	"\do i have a camel toe on my head "" """	1	0	"\do i have a camel toe on my head "" """	Do I got a camel toe sittin' on my head?
6568	6568	i just told my mom if she wants to cry about it right now because she was complaining about not seeing her show in 3 days	1	0	i just told my mom if she wants to cry about it right now because she was complaining about not seeing her show in 3 days	I just told my mom she can go ahead and cry bout it right now cause she was complaining 'bout not seeing her show in three days.
6569	6569	â _twitter-entity_ : lord when i get my hands on qunesha robinson , ima try and kill that hoe . â	1	1	â _twitter-entity_ : lord when i get my hands on qunesha robinson , ima try and kill that hoe . â	"""_Twitter-Entity_: Lord, if I ever meet Qunesha Robinson, I'm going to do my best to hurt her."""
6570	6570	get my bacon egg n cheese today #fuckit lol n i'm gettin ice cream later	1	1	get my bacon egg n cheese today #fuckit lol n i'm gettin ice cream later	I'm getting my bacon egg and cheese today. #ForgetIt haha and I'm getting some ice cream later.
6571	6571	i left all my thermogenics in menomonie . and my pre-workout . and my life .	0	0	i left all my thermogenics in menomonie . and my pre-workout . and my life .	I left all my thermogenic's in Menomonie, my pre-workout and my life.
